Result,name,Context
 fit_descendant_date updated.,11754,"start_time=1918-01-01T00:00:00Z, end_time=1918-09-01T00:00:00Z, point_in_time=1918-01-01T00:00:00Z"
✅ Updated coords and dates,11754,"name=Finnish Civil War, descendant_count=40"
✅ FOUND in military_events table ,11798,"id=11798, qid='Q2015687', name='Armenian–Azerbaijani War', image_url='http://commons.wikimedia.org/wiki/Special:FilePath/Soldiers%20of%20the%20Azerbaijan%20Democratic%20Republic.jpg', description='1918-20 series of territorial conflicts between Armenia and Azerbaijan', start_time='1919-05-01T00:00:00Z', end_time='1920-11-29T00:00:00Z', point_in_time='1919-05-01T00:00:00Z', wiki_url='https://en.wikipedia.org/wiki/Armenian%E2%80%93Azerbaijani_war_(1918%E2%80%931920)', lat=39.8580555555, lon=46.037083333, depth_index='11153_206', depth_level=2, descendant_count=6"
✅ UPDATED in military_events table,11798,"start_time='1919-05-01T00:00:00Z', end_time='1920-11-29T00:00:00Z', point_in_time='1919-05-01T00:00:00Z'"
 fit_descendant_date updated.,11798,"start_time=1919-05-01T00:00:00Z, end_time=1920-11-29T00:00:00Z, point_in_time=1919-05-01T00:00:00Z"
✅ Updated coords and dates,11798,"name=Armenian–Azerbaijani War, descendant_count=6"
✅ FOUND in military_events table ,11810,"id=11810, qid='Q662947', name='Battle of the Piave River', image_url='http://commons.wikimedia.org/wiki/Special:FilePath/%C4%8Cs%20voj%C3%A1ci%20v%20z%C3%A1kopech%20na%20Piav%C4%9B.gif', description='1918 battle', start_time='1918-06-15T00:00:00Z', end_time='1918-06-16T00:00:00Z', point_in_time='1918-06-15T00:00:00Z', wiki_url='https://en.wikipedia.org/wiki/Second_Battle_of_the_Piave_River', lat=45.860030824, lon=11.694002162, depth_index='11153_215', depth_level=2, descendant_count=1"
✅ UPDATED in military_events table,11810,"start_time='1918-06-15T00:00:00Z', end_time='1918-06-16T00:00:00Z', point_in_time='1918-06-15T00:00:00Z'"
 fit_descendant_date updated.,11810,"start_time=1918-06-15T00:00:00Z, end_time=1918-06-16T00:00:00Z, point_in_time=1918-06-15T00:00:00Z"
✅ Updated coords and dates,11810,"name=Battle of the Piave River, descendant_count=1"
✅ FOUND in military_events table ,11819,"id=11819, qid='Q199820', name='Paris Peace Conference', image_url='http://commons.wikimedia.org/wiki/Special:FilePath/Big%20four.jpg', description='meeting of the Allied Powers after World War I', start_time='1919-06-28T00:00:00Z', end_time='1920-04-10T00:00:00Z', point_in_time='1919-06-28T00:00:00Z', wiki_url='https://en.wikipedia.org/wiki/Paris_Peace_Conference_(1919%E2%80%931920)', lat=50.155972222, lon=0.9963888885000001, depth_index='11153_224', depth_level=2, descendant_count=2"
✅ UPDATED in military_events table,11819,"start_time='1919-06-28T00:00:00Z', end_time='1920-04-10T00:00:00Z', point_in_time='1919-06-28T00:00:00Z'"
 fit_descendant_date updated.,11819,"start_time=1919-06-28T00:00:00Z, end_time=1920-04-10T00:00:00Z, point_in_time=1919-06-28T00:00:00Z"
✅ Updated coords and dates,11819,"name=Paris Peace Conference, descendant_count=2"
✅ FOUND in military_events table ,11834,"id=11834, qid='Q46996719', name='Southern Front of the Russian Civil War', image_url=None, description='theatre of the Russian Civil War', start_time='1918-04-30T00:00:00Z', end_time='1921-07-13T00:00:00Z', point_in_time='1918-04-30T00:00:00Z', wiki_url='https://en.wikipedia.org/wiki/Southern_Front_of_the_Russian_Civil_War', lat=41.249983333, lon=44.216683333000006, depth_index='11827_9', depth_level=2, descendant_count=11"
✅ UPDATED in military_events table,11834,"start_time='1918-04-30T00:00:00Z', end_time='1921-07-13T00:00:00Z', point_in_time='1918-04-30T00:00:00Z'"
 fit_descendant_date updated.,11834,"start_time=1918-04-30T00:00:00Z, end_time=1921-07-13T00:00:00Z, point_in_time=1918-04-30T00:00:00Z"
✅ Updated coords and dates,11834,"name=Southern Front of the Russian Civil War, descendant_count=11"
✅ FOUND in military_events table ,11867,"id=11867, qid='Q3509177', name='Battle of Narva', image_url='http://commons.wikimedia.org/wiki/Special:FilePath/Oleg1914Neva.jpg', description='battle in 1918', start_time='1918-11-28T00:00:00Z', end_time='1918-11-28T00:00:00Z', point_in_time='1918-11-28T00:00:00Z', wiki_url='https://en.wikipedia.org/wiki/Battle_of_Narva_(1918)', lat=59.379166666, lon=28.200555555, depth_index='11827_33', depth_level=2, descendant_count=1"
✅ UPDATED in military_events table,11867,"start_time='1918-11-28T00:00:00Z', end_time='1918-11-28T00:00:00Z', point_in_time='1918-11-28T00:00:00Z'"
 fit_descendant_date updated.,11867,"start_time=1918-11-28T00:00:00Z, end_time=1918-11-28T00:00:00Z, point_in_time=1918-11-28T00:00:00Z"
✅ Updated coords and dates,11867,"name=Battle of Narva, descendant_count=1"
✅ FOUND in military_events table ,11884,"id=11884, qid='Q1208479', name='Georgian–Ossetian conflict (1918–1920)', image_url=None, description='1918–1920 uprisings in Georgia', start_time='1918-03-19T00:00:00Z', end_time='1918-03-22T00:00:00Z', point_in_time='1918-03-19T00:00:00Z', wiki_url='https://en.wikipedia.org/wiki/Georgian%E2%80%93Ossetian_conflict_(1918%E2%80%931920)', lat=42.225661, lon=43.970072, depth_index='11827_52', depth_level=2, descendant_count=1"
✅ UPDATED in military_events table,11884,"start_time='1918-03-19T00:00:00Z', end_time='1918-03-22T00:00:00Z', point_in_time='1918-03-19T00:00:00Z'"
 fit_descendant_date updated.,11884,"start_time=1918-03-19T00:00:00Z, end_time=1918-03-22T00:00:00Z, point_in_time=1918-03-19T00:00:00Z"
✅ Updated coords and dates,11884,"name=Georgian–Ossetian conflict (1918–1920), descendant_count=1"
✅ FOUND in military_events table ,11886,"id=11886, qid='Q2001082', name='Allied intervention in the Russian Civil War', image_url='http://commons.wikimedia.org/wiki/Special:FilePath/Wladiwostok%20Parade%201918.jpg', description='1918 military Operation', start_time='1918-08-03T00:00:00Z', end_time='1920-08-01T00:00:00Z', point_in_time='1918-08-03T00:00:00Z', wiki_url='https://en.wikipedia.org/wiki/Allied_intervention_in_the_Russian_Civil_War', lat=55.988735, lon=89.06631, depth_index='11827_53', depth_level=2, descendant_count=10"
✅ UPDATED in military_events table,11886,"start_time='1918-08-03T00:00:00Z', end_time='1920-08-01T00:00:00Z', point_in_time='1918-08-03T00:00:00Z'"
 fit_descendant_date updated.,11886,"start_time=1918-08-03T00:00:00Z, end_time=1920-08-01T00:00:00Z, point_in_time=1918-08-03T00:00:00Z"
✅ Updated coords and dates,11886,"name=Allied intervention in the Russian Civil War, descendant_count=10"
✅ FOUND in military_events table ,11900,"id=11900, qid='Q18586347', name='First Soviet-Finnish War', image_url=None, description='part of the\xa0Russian Civil War', start_time='1919-06-27T00:00:00Z', end_time='1919-07-08T00:00:00Z', point_in_time='1919-06-27T00:00:00Z', wiki_url=None, lat=61.174722222, lon=32.385, depth_index='11827_59', depth_level=2, descendant_count=1"
✅ UPDATED in military_events table,11900,"start_time='1919-06-27T00:00:00Z', end_time='1919-07-08T00:00:00Z', point_in_time='1919-06-27T00:00:00Z'"
 fit_descendant_date updated.,11900,"start_time=1919-06-27T00:00:00Z, end_time=1919-07-08T00:00:00Z, point_in_time=1919-06-27T00:00:00Z"
✅ Updated coords and dates,11900,"name=First Soviet-Finnish War, descendant_count=1"
✅ FOUND in military_events table ,11903,"id=11903, qid='Q118514', name='Revolt of Czechoslovak Legion', image_url='http://commons.wikimedia.org/wiki/Special:FilePath/Traintop1.jpg', description='armed actions in Russia, 1918', start_time='1918-05-14T00:00:00Z', end_time='1918-05-17T00:00:00Z', point_in_time='1918-05-14T00:00:00Z', wiki_url='https://en.wikipedia.org/wiki/Revolt_of_the_Czechoslovak_Legion', lat=55.15, lon=61.4, depth_index='11827_62', depth_level=2, descendant_count=1"
✅ UPDATED in military_events table,11903,"start_time='1918-05-14T00:00:00Z', end_time='1918-05-17T00:00:00Z', point_in_time='1918-05-14T00:00:00Z'"
 fit_descendant_date updated.,11903,"start_time=1918-05-14T00:00:00Z, end_time=1918-05-17T00:00:00Z, point_in_time=1918-05-14T00:00:00Z"
✅ Updated coords and dates,11903,"name=Revolt of Czechoslovak Legion, descendant_count=1"
✅ FOUND in military_events table ,11916,"id=11916, qid='Q1127302', name='Estonian War of Independence', image_url='http://commons.wikimedia.org/wiki/Special:FilePath/Estonian%20heavy%20machinegun.jpg', description='1918–1920 war between Estonia and Soviet Russia', start_time='1918-12-23T00:00:00Z', end_time='1919-12-30T00:00:00Z', point_in_time='1918-12-23T00:00:00Z', wiki_url='https://en.wikipedia.org/wiki/Estonian_War_of_Independence', lat=58.193006536, lon=25.283333333, depth_index='11827_77', depth_level=2, descendant_count=11"
✅ UPDATED in military_events table,11916,"start_time='1918-12-23T00:00:00Z', end_time='1919-12-30T00:00:00Z', point_in_time='1918-12-23T00:00:00Z'"
 fit_descendant_date updated.,11916,"start_time=1918-12-23T00:00:00Z, end_time=1919-12-30T00:00:00Z, point_in_time=1918-12-23T00:00:00Z"
✅ Updated coords and dates,11916,"name=Estonian War of Independence, descendant_count=11"
✅ FOUND in military_events table ,11929,"id=11929, qid='Q543042', name='Latvian War of Independence', image_url='http://commons.wikimedia.org/wiki/Special:FilePath/Loty%C5%A1sko-mapa.png', description='series of military conflicts in Latvia between 1918 and 1920 after Soviet Russia invaded the newly proclaimed Republic of Latvia', start_time='1919-02-22T00:00:00Z', end_time='1920-01-25T00:00:00Z', point_in_time='1919-02-22T00:00:00Z', wiki_url='https://en.wikipedia.org/wiki/Latvian_War_of_Independence', lat=56.639861108999995, lon=25.32440463, depth_index='11827_79', depth_level=2, descendant_count=4"
✅ UPDATED in military_events table,11929,"start_time='1919-02-22T00:00:00Z', end_time='1920-01-25T00:00:00Z', point_in_time='1919-02-22T00:00:00Z'"
 fit_descendant_date updated.,11929,"start_time=1919-02-22T00:00:00Z, end_time=1920-01-25T00:00:00Z, point_in_time=1919-02-22T00:00:00Z"
✅ Updated coords and dates,11929,"name=Latvian War of Independence, descendant_count=4"
✅ FOUND in military_events table ,11936,"id=11936, qid='Q186284', name='Polish–Soviet War', image_url='http://commons.wikimedia.org/wiki/Special:FilePath/Polish-soviet%20war%201920%20Polish%20defences%20near%20Milosna%2C%20August.jpg', description='conflict between Poland and Soviet Russia following the First World War (February 1919 - March 1921)', start_time='1918-12-31T00:00:00Z', end_time='1920-10-11T00:00:00Z', point_in_time='1918-12-31T00:00:00Z', wiki_url='https://en.wikipedia.org/wiki/Polish%E2%80%93Soviet_War', lat=52.0749999995, lon=25.2659888885, depth_index='11827_82', depth_level=2, descendant_count=43"
✅ UPDATED in military_events table,11936,"start_time='1918-12-31T00:00:00Z', end_time='1920-10-11T00:00:00Z', point_in_time='1918-12-31T00:00:00Z'"
 fit_descendant_date updated.,11936,"start_time=1918-12-31T00:00:00Z, end_time=1920-10-11T00:00:00Z, point_in_time=1918-12-31T00:00:00Z"
✅ Updated coords and dates,11936,"name=Polish–Soviet War, descendant_count=43"
✅ FOUND in military_events table ,12008,"id=12008, qid='Q313329', name='Spartacist uprising', image_url='http://commons.wikimedia.org/wiki/Special:FilePath/AlzadosEspartaquistas..png', description=""general strike and armed struggle in Berlin in Jan. 1919 in connection with the November Revolution that broke out following Germany's defeat in WW1"", start_time='1919-01-15T00:00:00Z', end_time='1919-01-15T00:00:00Z', point_in_time='1919-01-15T00:00:00Z', wiki_url='https://en.wikipedia.org/wiki/Spartacist_uprising', lat=52.516666666, lon=13.366666666, depth_index='12006_2', depth_level=2, descendant_count=3"
✅ UPDATED in military_events table,12008,"start_time='1919-01-15T00:00:00Z', end_time='1919-01-15T00:00:00Z', point_in_time='1919-01-15T00:00:00Z'"
 fit_descendant_date updated.,12008,"start_time=1919-01-15T00:00:00Z, end_time=1919-01-15T00:00:00Z, point_in_time=1919-01-15T00:00:00Z"
✅ Updated coords and dates,12008,"name=Spartacist uprising, descendant_count=3"
✅ FOUND in military_events table ,12039,"id=12039, qid='Q193689', name='Easter Rising', image_url='http://commons.wikimedia.org/wiki/Special:FilePath/Sackville%20Street%20%28Dublin%29%20after%20the%201916%20Easter%20Rising.JPG', description='armed insurrection in Ireland during Easter Week, 1916', start_time='1916-04-28T00:00:00Z', end_time='1916-04-28T00:00:00Z', point_in_time='1916-04-28T00:00:00Z', wiki_url='https://en.wikipedia.org/wiki/Easter_Rising', lat=53.512, lon=-6.398, depth_index='12024_15', depth_level=2, descendant_count=1"
✅ UPDATED in military_events table,12039,"start_time='1916-04-28T00:00:00Z', end_time='1916-04-28T00:00:00Z', point_in_time='1916-04-28T00:00:00Z'"
 fit_descendant_date updated.,12039,"start_time=1916-04-28T00:00:00Z, end_time=1916-04-28T00:00:00Z, point_in_time=1916-04-28T00:00:00Z"
✅ Updated coords and dates,12039,"name=Easter Rising, descendant_count=1"
✅ FOUND in military_events table ,12047,"id=12047, qid='Q1450532', name='Franco-Turkish War', image_url='http://commons.wikimedia.org/wiki/Special:FilePath/Armenian%20legion.png', description='war lasting from 1918 to 1921 during the Turkish War of Independence', start_time='1920-01-21T00:00:00Z', end_time='1921-02-08T00:00:00Z', point_in_time='1920-01-21T00:00:00Z', wiki_url='https://en.wikipedia.org/wiki/Franco-Turkish_War', lat=37.325752777000005, lon=37.863005555499996, depth_index='12043_6', depth_level=2, descendant_count=3"
✅ UPDATED in military_events table,12047,"start_time='1920-01-21T00:00:00Z', end_time='1921-02-08T00:00:00Z', point_in_time='1920-01-21T00:00:00Z'"
 fit_descendant_date updated.,12047,"start_time=1920-01-21T00:00:00Z, end_time=1921-02-08T00:00:00Z, point_in_time=1920-01-21T00:00:00Z"
✅ Updated coords and dates,12047,"name=Franco-Turkish War, descendant_count=3"
✅ FOUND in military_events table ,12051,"id=12051, qid='Q87138', name='Greco-Turkish War', image_url='http://commons.wikimedia.org/wiki/Special:FilePath/Ermoscharge.JPG', description='war lasting from 1919 to 1922 during the Turkish War of Independence', start_time='1919-05-15T00:00:00Z', end_time='1922-09-22T00:00:00Z', point_in_time='1919-05-15T00:00:00Z', wiki_url='https://en.wikipedia.org/wiki/Greco-Turkish_War_(1919%E2%80%931922)', lat=39.4874312775, lon=26.792191277500002, depth_index='12043_7', depth_level=2, descendant_count=15"
✅ UPDATED in military_events table,12051,"start_time='1919-05-15T00:00:00Z', end_time='1922-09-22T00:00:00Z', point_in_time='1919-05-15T00:00:00Z'"
 fit_descendant_date updated.,12051,"start_time=1919-05-15T00:00:00Z, end_time=1922-09-22T00:00:00Z, point_in_time=1919-05-15T00:00:00Z"
✅ Updated coords and dates,12051,"name=Greco-Turkish War, descendant_count=15"
✅ FOUND in military_events table ,12070,"id=12070, qid='Q957586', name='Turkish–Armenian War', image_url='http://commons.wikimedia.org/wiki/Special:FilePath/Armenians%20fleeing%20Kars.jpg', description='conflict during the Turkish War of Independence', start_time='1920-01-01T00:00:00Z', end_time='1920-11-07T00:00:00Z', point_in_time='1920-01-01T00:00:00Z', wiki_url='https://en.wikipedia.org/wiki/Turkish_invasion_of_Armenia', lat=40.3535216665, lon=43.02235, depth_index='12043_11', depth_level=2, descendant_count=5"
✅ UPDATED in military_events table,12070,"start_time='1920-01-01T00:00:00Z', end_time='1920-11-07T00:00:00Z', point_in_time='1920-01-01T00:00:00Z'"
 fit_descendant_date updated.,12070,"start_time=1920-01-01T00:00:00Z, end_time=1920-11-07T00:00:00Z, point_in_time=1920-01-01T00:00:00Z"
✅ Updated coords and dates,12070,"name=Turkish–Armenian War, descendant_count=5"
✅ FOUND in military_events table ,12089,"id=12089, qid='Q864847', name='Second Zhili–Fengtian War', image_url=None, description='conflict between Chinese warlords (1924)', start_time='1924-10-23T00:00:00Z', end_time='1924-10-23T00:00:00Z', point_in_time='1924-10-23T00:00:00Z', wiki_url='https://en.wikipedia.org/wiki/Second_Zhili%E2%80%93Fengtian_War', lat=39.90403, lon=116.407526, depth_index='12088_1', depth_level=2, descendant_count=1"
✅ UPDATED in military_events table,12089,"start_time='1924-10-23T00:00:00Z', end_time='1924-10-23T00:00:00Z', point_in_time='1924-10-23T00:00:00Z'"
 fit_descendant_date updated.,12089,"start_time=1924-10-23T00:00:00Z, end_time=1924-10-23T00:00:00Z, point_in_time=1924-10-23T00:00:00Z"
✅ Updated coords and dates,12089,"name=Second Zhili–Fengtian War, descendant_count=1"
✅ FOUND in military_events table ,12115,"id=12115, qid='Q46333', name='Long March', image_url='http://commons.wikimedia.org/wiki/Special:FilePath/Long-march.jpg', description='1934–1935 military campaign undertaken by the Chinese Red Army', start_time='1935-05-29T00:00:00Z', end_time='1935-05-29T00:00:00Z', point_in_time='1935-05-29T00:00:00Z', wiki_url='https://en.wikipedia.org/wiki/Long_March', lat=29.9145, lon=102.23, depth_index='12100_15', depth_level=2, descendant_count=1"
✅ UPDATED in military_events table,12115,"start_time='1935-05-29T00:00:00Z', end_time='1935-05-29T00:00:00Z', point_in_time='1935-05-29T00:00:00Z'"
 fit_descendant_date updated.,12115,"start_time=1935-05-29T00:00:00Z, end_time=1935-05-29T00:00:00Z, point_in_time=1935-05-29T00:00:00Z"
✅ Updated coords and dates,12115,"name=Long March, descendant_count=1"
✅ FOUND in military_events table ,12245,"id=12245, qid='Q188925', name='Battles of Khalkhin Gol', image_url='http://commons.wikimedia.org/wiki/Special:FilePath/SovietArmouredVehicle.jpg', description='1939 Soviet–Japanese battle in Mongolia', start_time='1939-07-01T00:00:00Z', end_time='1939-07-01T00:00:00Z', point_in_time='1939-07-01T00:00:00Z', wiki_url='https://en.wikipedia.org/wiki/Battles_of_Khalkhin_Gol', lat=47.813570768, lon=118.547545786, depth_index='12236_9', depth_level=2, descendant_count=1"
✅ UPDATED in military_events table,12245,"start_time='1939-07-01T00:00:00Z', end_time='1939-07-01T00:00:00Z', point_in_time='1939-07-01T00:00:00Z'"
 fit_descendant_date updated.,12245,"start_time=1939-07-01T00:00:00Z, end_time=1939-07-01T00:00:00Z, point_in_time=1939-07-01T00:00:00Z"
✅ Updated coords and dates,12245,"name=Battles of Khalkhin Gol, descendant_count=1"
✅ FOUND in military_events table ,12321,"id=12321, qid='Q752564', name='Siege of Oviedo', image_url='http://commons.wikimedia.org/wiki/Special:FilePath/Cercodeoviedo2.jpg', description='1936 siege during the Spanish Civil War', start_time='1936-09-10T00:00:00Z', end_time='1936-09-10T00:00:00Z', point_in_time='1936-09-10T00:00:00Z', wiki_url='https://en.wikipedia.org/wiki/Siege_of_Oviedo', lat=43.3625, lon=-5.850277777, depth_index='12279_42', depth_level=2, descendant_count=1"
✅ UPDATED in military_events table,12321,"start_time='1936-09-10T00:00:00Z', end_time='1936-09-10T00:00:00Z', point_in_time='1936-09-10T00:00:00Z'"
 fit_descendant_date updated.,12321,"start_time=1936-09-10T00:00:00Z, end_time=1936-09-10T00:00:00Z, point_in_time=1936-09-10T00:00:00Z"
✅ Updated coords and dates,12321,"name=Siege of Oviedo, descendant_count=1"
✅ FOUND in military_events table ,12328,"id=12328, qid='Q951076', name='Extremadura campaign', image_url=None, description='1936 military campaign during the Spanish Civil War', start_time='1936-08-07T00:00:00Z', end_time='1936-09-03T00:00:00Z', point_in_time='1936-08-07T00:00:00Z', wiki_url='https://en.wikipedia.org/wiki/Extremadura_campaign', lat=39.0833166665, lon=-5.9041666665, depth_index='12279_48', depth_level=2, descendant_count=2"
✅ UPDATED in military_events table,12328,"start_time='1936-08-07T00:00:00Z', end_time='1936-09-03T00:00:00Z', point_in_time='1936-08-07T00:00:00Z'"
 fit_descendant_date updated.,12328,"start_time=1936-08-07T00:00:00Z, end_time=1936-09-03T00:00:00Z, point_in_time=1936-08-07T00:00:00Z"
✅ Updated coords and dates,12328,"name=Extremadura campaign, descendant_count=2"
✅ FOUND in military_events table ,12333,"id=12333, qid='Q739048', name='Córdoba offensive', image_url=None, description='1936 military offensive', start_time='1936-09-05T00:00:00Z', end_time='1936-09-06T00:00:00Z', point_in_time='1936-09-05T00:00:00Z', wiki_url='https://en.wikipedia.org/wiki/C%C3%B3rdoba_offensive', lat=38.0033, lon=-4.77028, depth_index='12279_51', depth_level=2, descendant_count=1"
✅ UPDATED in military_events table,12333,"start_time='1936-09-05T00:00:00Z', end_time='1936-09-06T00:00:00Z', point_in_time='1936-09-05T00:00:00Z'"
 fit_descendant_date updated.,12333,"start_time=1936-09-05T00:00:00Z, end_time=1936-09-06T00:00:00Z, point_in_time=1936-09-05T00:00:00Z"
✅ Updated coords and dates,12333,"name=Córdoba offensive, descendant_count=1"
✅ FOUND in military_events table ,12340,"id=12340, qid='Q685062', name='Siege of Madrid', image_url='http://commons.wikimedia.org/wiki/Special:FilePath/Parque%20del%20Oeste%20-%20Bunkers%20edited.jpg', description='1936–39 siege during Spanish Civil War', start_time='1936-11-15T00:00:00Z', end_time='1937-01-15T00:00:00Z', point_in_time='1936-11-15T00:00:00Z', wiki_url='https://en.wikipedia.org/wiki/Siege_of_Madrid', lat=40.425416665, lon=-3.8088888900000004, depth_index='12279_57', depth_level=2, descendant_count=3"
✅ UPDATED in military_events table,12340,"start_time='1936-11-15T00:00:00Z', end_time='1937-01-15T00:00:00Z', point_in_time='1936-11-15T00:00:00Z'"
 fit_descendant_date updated.,12340,"start_time=1936-11-15T00:00:00Z, end_time=1937-01-15T00:00:00Z, point_in_time=1936-11-15T00:00:00Z"
✅ Updated coords and dates,12340,"name=Siege of Madrid, descendant_count=3"
✅ FOUND in military_events table ,12372,"id=12372, qid='Q166495', name='Catalonia Offensive', image_url='http://commons.wikimedia.org/wiki/Special:FilePath/Mapa%20guerra%20civil.png', description='1938 battle in the Spanish war', start_time='1938-12-21T00:00:00Z', end_time='1939-02-01T00:00:00Z', point_in_time='1938-12-21T00:00:00Z', wiki_url='https://en.wikipedia.org/wiki/Catalonia_Offensive', lat=41.656439500000005, lon=2.342423222, depth_index='12279_87', depth_level=2, descendant_count=3"
✅ UPDATED in military_events table,12372,"start_time='1938-12-21T00:00:00Z', end_time='1939-02-01T00:00:00Z', point_in_time='1938-12-21T00:00:00Z'"
 fit_descendant_date updated.,12372,"start_time=1938-12-21T00:00:00Z, end_time=1939-02-01T00:00:00Z, point_in_time=1938-12-21T00:00:00Z"
✅ Updated coords and dates,12372,"name=Catalonia Offensive, descendant_count=3"
✅ FOUND in military_events table ,12376,"id=12376, qid='Q5556771', name='Spanish coup of March 1939', image_url=None, description=""Spanish coup d'état"", start_time='1939-03-04T00:00:00Z', end_time='1939-03-07T00:00:00Z', point_in_time='1939-03-04T00:00:00Z', wiki_url='https://en.wikipedia.org/wiki/Spanish_coup_of_March_1939', lat=37.601944444, lon=-0.984166666, depth_index='12279_88', depth_level=2, descendant_count=1"
✅ UPDATED in military_events table,12376,"start_time='1939-03-04T00:00:00Z', end_time='1939-03-07T00:00:00Z', point_in_time='1939-03-04T00:00:00Z'"
 fit_descendant_date updated.,12376,"start_time=1939-03-04T00:00:00Z, end_time=1939-03-07T00:00:00Z, point_in_time=1939-03-04T00:00:00Z"
✅ Updated coords and dates,12376,"name=Spanish coup of March 1939, descendant_count=1"
✅ FOUND in military_events table ,12422,"id=12422, qid='Q715264', name='Operation Anthropoid', image_url='http://commons.wikimedia.org/wiki/Special:FilePath/Bundesarchiv%20Bild%20146-1972-039-44%2C%20Heydrich-Attentat.jpg', description='1942 military operation', start_time='1942-05-27T00:00:00Z', end_time='1942-06-18T00:00:00Z', point_in_time='1942-05-27T00:00:00Z', wiki_url='https://en.wikipedia.org/wiki/Operation_Anthropoid', lat=50.0971, lon=14.440775, depth_index='12379_43', depth_level=2, descendant_count=2"
✅ UPDATED in military_events table,12422,"start_time='1942-05-27T00:00:00Z', end_time='1942-06-18T00:00:00Z', point_in_time='1942-05-27T00:00:00Z'"
 fit_descendant_date updated.,12422,"start_time=1942-05-27T00:00:00Z, end_time=1942-06-18T00:00:00Z, point_in_time=1942-05-27T00:00:00Z"
✅ Updated coords and dates,12422,"name=Operation Anthropoid, descendant_count=2"
✅ FOUND in military_events table ,12425,"id=12425, qid='Q715886', name='Battle of the North Cape', image_url='http://commons.wikimedia.org/wiki/Special:FilePath/HMS%20Duke%20of%20York%20gunners%20A%20021168.jpg', description='1943 arctic naval battle of World War II', start_time='1943-12-20T00:00:00Z', end_time='1943-12-30T00:00:00Z', point_in_time='1943-12-20T00:00:00Z', wiki_url='https://en.wikipedia.org/wiki/Battle_of_the_North_Cape', lat=72.26, lon=28.68, depth_index='12379_44', depth_level=2, descendant_count=1"
✅ UPDATED in military_events table,12425,"start_time='1943-12-20T00:00:00Z', end_time='1943-12-30T00:00:00Z', point_in_time='1943-12-20T00:00:00Z'"
 fit_descendant_date updated.,12425,"start_time=1943-12-20T00:00:00Z, end_time=1943-12-30T00:00:00Z, point_in_time=1943-12-20T00:00:00Z"
✅ Updated coords and dates,12425,"name=Battle of the North Cape, descendant_count=1"
✅ FOUND in military_events table ,12444,"id=12444, qid='Q422376', name='Operation Tempest', image_url='http://commons.wikimedia.org/wiki/Special:FilePath/AkcjaBURZA.JPG', description='1944 series of anti-German uprisings conducted during World War II', start_time='1944-07-07T00:00:00Z', end_time='1944-08-05T00:00:00Z', point_in_time='1944-07-07T00:00:00Z', wiki_url='https://en.wikipedia.org/wiki/Operation_Tempest', lat=52.2629, lon=23.0822703, depth_index='12379_63', depth_level=2, descendant_count=6"
✅ UPDATED in military_events table,12444,"start_time='1944-07-07T00:00:00Z', end_time='1944-08-05T00:00:00Z', point_in_time='1944-07-07T00:00:00Z'"
 fit_descendant_date updated.,12444,"start_time=1944-07-07T00:00:00Z, end_time=1944-08-05T00:00:00Z, point_in_time=1944-07-07T00:00:00Z"
✅ Updated coords and dates,12444,"name=Operation Tempest, descendant_count=6"
✅ FOUND in military_events table ,12648,"id=12648, qid='Q170314', name='Second Sino-Japanese War', image_url='http://commons.wikimedia.org/wiki/Special:FilePath/Japanese%20Occupation%20of%20China%201940.svg', description='Japanese invasion of China (1937–1945)', start_time='1931-11-04T00:00:00Z', end_time='1945-08-18T00:00:00Z', point_in_time='1931-11-04T00:00:00Z', wiki_url='https://en.wikipedia.org/wiki/Second_Sino-Japanese_War', lat=32.289485, lon=110.76793055499999, depth_index='12379_267', depth_level=2, descendant_count=79"
✅ UPDATED in military_events table,12648,"start_time='1931-11-04T00:00:00Z', end_time='1945-08-18T00:00:00Z', point_in_time='1931-11-04T00:00:00Z'"
 fit_descendant_date updated.,12648,"start_time=1931-11-04T00:00:00Z, end_time=1945-08-18T00:00:00Z, point_in_time=1931-11-04T00:00:00Z"
✅ Updated coords and dates,12648,"name=Second Sino-Japanese War, descendant_count=79"
✅ FOUND in military_events table ,12728,"id=12728, qid='Q74109', name='World War II in Albania', image_url='http://commons.wikimedia.org/wiki/Special:FilePath/FotorCreated.jpg', description='involvement of Albania in World War II', start_time='1943-01-01T00:00:00Z', end_time='1943-10-04T00:00:00Z', point_in_time='1943-01-01T00:00:00Z', wiki_url='https://en.wikipedia.org/wiki/World_War_II_in_Albania', lat=40.37347222, lon=20.049166665, depth_index='12379_268', depth_level=2, descendant_count=3"
✅ UPDATED in military_events table,12728,"start_time='1943-01-01T00:00:00Z', end_time='1943-10-04T00:00:00Z', point_in_time='1943-01-01T00:00:00Z'"
 fit_descendant_date updated.,12728,"start_time=1943-01-01T00:00:00Z, end_time=1943-10-04T00:00:00Z, point_in_time=1943-01-01T00:00:00Z"
✅ Updated coords and dates,12728,"name=World War II in Albania, descendant_count=3"
